,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.30971628,-0.31595328,-0.38430923,-0.026065437,-0.346233,0.3767252,-0.021724192,-0.14366122,-0.063988574,0.21639968,0.26012623,-0.17761853,-0.03273728,-0.32996556,-0.13918869,0.013834937,0.2208293,-0.38169265,-0.22548057,0.024215022,-0.13653173,-0.13323094,-0.16304345,-0.11598698,0.075609945,-0.33958012,0.092847906,-0.2213032,0.35512623,-0.18775815,0.3820382,0.3360844,-0.21210286,-0.3929759,0.0024800035,0.35970357,0.35868698,-0.2809307,-0.32322317,0.046862874,0.11389531,0.12022896,0.23419741,-0.12382673,-0.17952414,-0.29716545,-0.12995927,-0.33400112,0.3069194,-0.3275106,0.17252357,-0.084863774,0.1691383,0.20132522,0.34380105,-0.20031756,-0.26109996,0.19938606,-0.13092992,0.39640695,-0.231703,-0.07709624,0.20419134,-0.03479901,-0.37085825,0.3432344,-0.07946386,0.30237067,0.1593897,-0.3631408,0.11827964,-0.14861624,-0.11524313,-0.10470184,0.093446605,-0.23997791,0.23232333,-0.21071121,-0.017498443,-0.23467131,-0.13309264,0.34954843,-0.3046854,-0.21413353,-0.04652467,-0.30046827,-0.013673728,-0.26103655,0.25731787,0.3222272,0.18216306,0.07008207,0.15407293,-0.23127523,-0.07391931,-0.10026989,0.24430628,0.30864432,0.24029386,-0.29069138
1,0.061518382,-0.12748946,-0.33106846,-0.37829474,-0.05273751,0.24327998,-0.10180734,-0.18840457,-0.06441385,0.3557135,0.24159567,-0.004671781,-0.23274961,0.006512227,-0.13340953,-0.15829109,-0.2761862,0.0770245,0.10574236,-0.05739336,0.30122674,-0.34130213,0.18100506,0.20364362,0.053466547,0.15173367,0.1263305,0.12190166,0.13917907,0.13093902,0.41114888,0.12274575,-0.3400725,-0.24563211,-0.020113833,-0.0031987655,0.2703395,-0.3099152,-0.16919793,0.14020073,0.13796833,0.19643548,-0.22017138,0.24178718,-0.36508942,0.21075256,0.3041397,-0.14494412,0.13197711,-0.30595908,0.08013835,-0.121075936,-0.08753089,-0.10844775,0.37732312,0.20188649,-0.05446328,0.30909404,0.11178775,0.22042184,-0.019711174,-0.25680816,-0.1227788,-0.032944962,-0.114861384,0.06560241,-0.21579804,-0.005927709,0.08173901,-0.18184483,0.07365099,0.36607084,-0.109793805,-0.01447703,0.16121009,-0.34904826,-0.09212365,0.23046333,-0.13679446,0.10361912,-0.3159804,-0.0077016004,-0.23467259,-0.10204546,0.3452404,-0.32190317,0.35512915,-0.28277427,-0.06058713,-0.057527654,0.43839395,-0.10601647,0.07970971,-0.18760897,0.35221797,0.04314569,0.038054578,0.37481815,-0.16343984,0.19146223
2,0.018658713,-0.042455554,0.08211132,-0.31459752,-0.16336605,0.167845,0.26583526,-0.15802285,-0.20008238,0.35022706,0.109767646,-0.2339145,-0.067061044,-0.21937406,-0.23064196,-0.14065772,0.04296476,-0.18472078,-0.23640674,-0.2522583,0.39152047,-0.100091934,-0.28090012,0.23945469,-0.030264251,0.24255265,-0.04522496,-0.069610626,-0.08043834,-0.16156852,0.2939103,0.1259384,-0.017926075,-0.24864644,0.33377492,0.29682395,0.07610599,-0.28718644,0.18334645,0.040244907,-0.2099134,-0.2822556,-0.2814282,0.34279266,-0.25413135,0.42879987,-0.332046,0.038036924,0.3530577,-0.0064209425,-0.40586546,-0.11377912,0.19262366,-0.15057556,-0.11555962,-0.07585603,0.24799185,0.33688954,-0.24396785,-0.12700984,0.29343176,-0.038764317,0.13380243,0.25888148,-0.095804244,0.08010662,-0.2876725,0.207263,0.261225,0.005588899,0.10344507,-0.17259291,-0.24409841,-0.123860106,0.23417425,-0.3288123,0.00040355374,-0.276286,-0.13961756,0.20996329,-0.3827152,0.32526228,0.29461688,-0.1590283,0.34551513,0.30696806,0.30420613,-0.34528732,-0.03125024,0.20381838,0.22641164,-0.12756301,0.21661092,-0.33466387,0.3834866,0.13794746,0.36588714,0.31778812,-0.2523085,-0.020640638
3,0.24866378,-0.06375867,-0.25382528,-0.006178773,-0.23338372,0.08071762,0.084398866,-0.0603143,-0.32531595,0.39271045,0.25676736,-0.20288475,-0.38151553,-0.43631983,-0.33055377,0.21657547,0.0901586,-0.2530309,0.014555028,0.04921908,0.03786082,-0.3817784,-0.06747415,-0.20257704,-0.102184534,0.09422533,-0.36195064,-0.0028446757,0.2560735,-0.20891416,0.2422761,0.35686982,-0.29407653,-0.3700895,0.43236333,-0.01453472,0.2795685,0.007607924,-0.17884517,-0.36613938,-0.34141392,-0.23428054,0.051397055,0.2613716,-0.18996988,0.14880016,-0.30362564,-0.2857284,0.12595432,-0.36108246,-0.09691379,0.04330841,0.1808529,-0.12770705,0.044609748,-0.27067268,-0.38003752,0.3233774,0.07834289,0.12718293,0.06236781,-0.102055445,-0.102782816,0.23364773,-0.20557956,0.007792389,-0.17358518,0.12060033,0.44740736,-0.12650914,0.29666117,0.20866603,0.34605467,0.20177743,0.36982602,-0.25119412,0.3095929,-0.043267287,-0.4241032,0.3203743,-0.3412447,0.23457533,0.1464683,-0.069774464,0.27484697,-0.121035,0.21495236,-0.41855296,0.33881533,0.021444857,0.40485913,-0.06775114,0.36284062,-0.18016273,0.35872546,0.22607781,-0.023375485,0.2876895,0.110637255,0.1250956
4,-0.092798576,-0.12008922,-0.1272319,-0.39956912,-0.26695222,0.32554644,0.3197426,-0.04301595,0.10920353,0.32093975,0.13934734,-0.27278024,-0.11729721,0.031759325,-0.061922193,0.31409785,-0.3296645,0.10308327,0.2639389,0.16171268,0.099959075,-0.17854373,-0.24081971,0.097774684,-0.2690964,0.044210505,-0.22251976,-0.31073028,-0.13983878,-0.21929339,0.32761437,0.18212602,-0.0027071345,-0.3033662,0.17592728,-0.13570978,0.1772444,0.053229045,0.20903023,0.103005275,-0.18921314,-0.050074946,-0.040478412,0.10760899,-0.26849997,0.34404394,-0.057366177,0.11678124,0.36389086,-0.23143919,-0.102163516,0.052358788,-0.363698,0.02015143,0.07057049,-0.37687314,-0.28768224,0.20531972,-0.16794828,0.06194898,-0.09511035,-0.31385666,0.13247268,0.27026078,-0.18176082,0.16350986,-0.37822798,0.17062843,0.086783186,-0.10887096,0.025129821,0.21598019,-0.11515932,-0.2151133,0.39727008,-0.3714742,0.20236136,0.2463287,-0.079813115,-0.04429868,-0.17409165,0.3739979,0.13165186,0.022172617,0.13803537,0.22445191,0.38745672,-0.20025367,0.27520314,-0.06476928,0.2932928,-0.3660884,0.2486754,-0.24989744,0.3392283,0.24995796,0.31267032,0.08574305,0.12878245,-0.12376098
5,-0.30380315,-0.09626844,-0.24906418,0.102849945,-0.24467579,0.100302644,0.3018625,0.03682238,-0.04529504,0.36106554,0.054236114,-0.07033374,-0.4595088,-0.080823645,-0.28776744,-0.17215042,-0.1986379,-0.3604266,-0.09451181,0.04077065,0.27710986,-0.3151074,-0.017545836,-0.14729524,-0.30865854,0.2429074,0.10095996,-0.30567622,0.29763857,0.16074128,0.10207923,-0.052046727,0.09617513,-0.079602,-0.24725662,-0.21641567,0.38664186,0.04565248,0.0358785,-0.24384092,-0.37319514,0.1224354,-0.09024787,0.15589833,-0.36078715,0.019659266,0.28310493,-0.213529,-0.1599945,-0.32472423,-0.11245943,-0.36606345,-0.3668623,-0.015900912,-0.141977,-0.33627293,0.080227315,-0.14267053,-0.34764472,0.020683972,-0.28989708,-0.1757264,0.018902153,0.28554046,-0.05061671,-0.010197768,0.0113376025,0.30777517,0.019834552,-0.059036475,0.0035135392,0.12839289,-0.25029263,-0.09556293,0.039140143,0.13239634,0.4096713,0.014424686,-0.04678711,-0.08879016,-0.38293597,0.11482081,0.35600019,0.06207703,0.055291187,-0.13597246,0.27157158,-0.18047427,0.034709897,0.3080336,0.2502744,-0.32469165,0.21121457,0.09571641,0.42282704,-0.0020928616,0.03600206,0.083209954,-0.24479276,-0.22479218
6,0.0020402959,-0.15976065,-0.34293902,-0.2884811,-0.23183024,0.38379806,0.06616998,-0.421437,-0.20855254,-0.023664009,0.16192648,0.089031145,0.059731964,-0.114332646,-0.3682591,0.4076242,-0.13552496,-0.06637035,-0.4031623,-0.3194504,0.1687473,0.10993492,0.13235378,-0.04817652,-0.18400054,0.22188506,-0.19310203,0.00039059235,0.29378587,-0.22943982,-0.1437911,0.35373923,-0.23361194,0.035752576,-0.39625275,0.40056136,-0.12309696,-0.29893664,0.0411591,0.096984364,0.07834769,0.011096816,-0.2071481,-0.021496162,-0.35183048,-0.16042326,-0.14486854,0.35634357,0.13565594,-0.43953836,-0.4310912,-0.14462772,-0.3735978,-0.24871624,0.41846153,0.31736252,-0.047943722,-0.102032214,-0.41072658,0.013061609,-0.09240028,-0.055680204,-0.30044228,-0.15146373,-0.38878304,0.12070226,-0.3770448,-0.06962844,-0.21504734,-0.4404285,0.011431464,-0.2849442,-0.13238321,0.019153273,0.09831505,-0.12704092,0.34151974,-0.20815872,0.25543895,-0.16723523,0.12679757,0.19559938,-0.2819685,-0.39770818,0.08769321,-0.06731782,0.15962934,0.08430418,-0.09643973,-0.17305405,0.3337914,-0.11668935,0.3815582,0.38150525,0.16221689,-0.23951802,0.25680643,0.24496095,-0.3997684,0.44464317
7,-0.1891653,-0.06161779,0.050615925,-0.11057153,-0.07194531,0.3611123,0.032503445,-0.3443857,0.37345672,0.37953153,0.36359578,-0.24531424,-0.2850476,-0.19838193,-0.18419886,0.31907207,-0.18899931,-0.08312221,-0.04973397,-0.235114,-0.036553387,-0.33295608,-0.14876871,0.19739772,-0.13061199,-0.3434109,-0.069271,-0.26611727,-0.15366195,-0.31308365,0.02794883,0.054860245,-0.3809061,-0.044507008,0.30277324,-0.35433248,0.39413333,0.019747332,0.00053679035,0.17385197,-0.22642866,0.36905867,-0.2380611,0.39272442,-0.22727075,-0.05384796,-0.17783573,-0.23302025,0.27404234,-0.32698065,-0.055877298,0.021325963,-0.32539678,0.37969255,0.10969186,-0.25116435,-0.39533937,0.3555555,-0.25392064,0.008826855,0.382848,-0.32734105,-0.13554375,0.19995768,-0.36434072,0.058694176,-0.2560692,-0.3882262,0.3837926,-0.34508306,-0.25542277,0.077591635,-0.31222117,-0.28878182,0.2762966,-0.060256306,0.18932106,0.09708568,-0.34204924,0.10659566,-0.1864263,0.34496528,0.20042013,0.1277971,0.27240837,0.30667946,0.37749076,-0.36172184,0.41062373,0.32577035,0.11023276,-0.05625547,0.27110496,-0.1300322,0.27433527,0.005839715,0.31909853,0.12779814,0.33141458,-0.29847494
8,-0.19232935,-0.42992973,-0.05767015,0.093206435,0.14792301,0.21236491,-0.18202324,-0.33678335,0.29843137,0.18262382,0.0015009172,0.24232751,-0.07362111,-0.37688258,-0.25074643,0.05462043,-0.049383946,-0.07177147,-0.105152614,-0.25692552,0.16089632,-0.16787603,0.2178496,-0.080740325,-0.37648928,0.073702626,-0.38234422,0.0155407535,-0.24022007,-0.30511454,0.3099345,0.32883376,-0.30757383,-0.34490216,-0.2947148,0.06295464,0.21728417,-0.0070750485,-0.3269653,-0.100354895,0.098267585,0.12465554,-0.16077977,0.2224382,-0.2871073,-0.007767963,0.19351985,-0.05267176,-0.12908651,-0.14385791,-0.2721603,0.013905472,-0.08057495,0.18049508,0.18590364,-0.20162286,0.15865003,0.09646625,-0.04077679,-0.08849178,0.0021861969,-0.41520724,-0.12731476,0.16355363,0.030178716,0.064467505,0.008353313,0.12012542,0.15941796,0.013191722,-0.18194251,0.32499087,0.1309033,0.32735926,0.28136966,-0.010276341,0.14300694,0.2617383,-0.32238728,0.23334107,-0.19036609,-0.06360275,0.046980392,0.12431863,0.33816227,-0.13316694,0.13502628,0.015543577,-0.020405635,-0.03930669,0.34852275,-0.1290757,0.13783617,0.15975566,0.20244184,-0.19192943,-0.09071207,0.38775712,-0.08702883,-0.29823053
9,-0.12852356,-0.3721697,-0.012834964,-0.14113924,0.21312793,0.2028206,-0.012330745,-0.06789768,0.3684658,0.21263763,0.15504384,0.22805218,-0.09845638,0.06438895,-0.33120304,-0.1060223,-0.094191566,-0.3807529,0.4222747,-0.24802415,0.3289242,-0.373738,-0.34552476,0.23427172,0.04874087,-0.092269525,-0.13878886,-0.17539564,-0.21242622,-0.22955832,0.34732473,0.128822,-0.4061993,0.022478791,0.14151464,-0.31900847,-0.023198044,-0.20175795,0.32838064,-0.16558036,0.12524258,0.10693845,0.053279676,0.15664814,-0.015027622,0.15916392,0.017993074,-0.3618249,0.25988162,-0.29670936,-0.250821,-0.1956739,-0.35273668,0.16704619,-0.07268445,-0.090377524,-0.24048197,0.18593054,-0.105905026,0.046325326,0.23374449,-0.14558457,-0.42480376,0.30526462,-0.31061688,0.36873066,-0.088135146,-0.17260247,0.23780966,-0.24785033,0.18274803,0.37689063,-0.33260277,-0.41547206,0.19738013,-0.39872223,0.3929461,-0.052651756,-0.26940852,0.14195535,0.020795297,0.18836698,-0.2718443,0.3238876,0.3518773,-0.21106209,-0.0032005792,-0.24824409,0.3121056,0.34007198,-0.06736705,-0.3008625,0.21107116,-0.31333184,-0.09812976,0.2645835,0.14147542,0.078835405,0.03580671,0.0038512363
