,0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,71,72,73,74,75,76,77,78,79,80,81,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,128,130,131,132,133,134,135,136,138,139,140,141,142,143,144,145,146,149,150,151,152,154,155,159,161,164,165,166,167,168,169,170,172,173,176,177,179,180,181,182,186,189,190,191,194,195,196,198,201,202,203,205,207,209
5-Aminolevulinic acid hydrochloride,0.3402309164884644,0.3402309164884644,0.21088323909921902,0.5320816764378311,0.6951986363453475,0.16276179516685843,0.0683356214646877,0.06790872211114474,0.06799271191919978,0.05976095617529881,0.5186963078339444,0.06626255543904458,0.9313667261185029,0.5430909313302821,0.53125,0.5874999999999999,0.7,0.5534649681167791,8.69937165715518e-08,0.036928111176534696,0.0701972757504496,0.06796822762594766,0.06856415546408291,0.06271425066340075,0.06473187634121129,0.040091480272971124,0.03986792588649718,0.03440746893365669,0.030820369400899383,0.02697488845035724,0.0176005106410391,0.0176005106410391,0.8372966207759701,2.0871928281350915e-64,0.06461584434922006,0.1450552422457661,0.3410231795262148,0.06890990655066032,0.08330323689268872,0.09250599726468582,0.0,0.0,0.07072453613065971,0.21087797745274064,0.24216305033814495,0.0,0.0,0.3468832986556978,0.0,0.0,0.08474568341930357,0.12008107913524434,0.09979587833339326,0.27727231444860434,0.16539829494170274,0.0,0.19878885228631943,0.05323537181406346,0.09922824874548902,0.0,0.0,0.0946072908594708,0.0,0.0,0.2655599664973443,0.07224691134185529,0.1476948509977367,0.0,0.11013168154142315,0.0,0.11764705882352945,0.06420590028922492,0.1281994035753584,0.08723002619505874,0.16019380463523492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24716398514919538,0.08899735453533397,0.057500750311053735,0.19553614432839667,0.18146750951911653,0.21090163922147856,0.9825175525765931,0.892916134770271,0.9999999999999999,0.9534747195391841,0.931339282493921,1.0,0.6,0.05494505494505495,0.12,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.1,0.07692307692307691,0.09803921568627451,0.0,0.0,0.0,0.0,0.45797006990036815,0.07300544574195028,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.125,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Fluorouracil,0.4226428880068738,0.4226428880068738,0.049417756301725915,0.8292945669534795,0.548223130627778,0.0,0.04033008814344824,0.043714219215319004,0.04033689576206212,0.03585657370517928,0.5805355702445374,0.4876003514973125,0.5313718152403094,0.5645625033155761,0.5208333333333333,0.5666666666666667,0.7416666666666667,0.46181465054025367,0.6185941443798764,0.04261170092032898,0.014962689915703806,0.007155977347757733,0.041603889764458404,0.01816925008945093,0.013205121651310894,0.046319984933606,0.05693126615539777,0.04913375170738525,0.056885581087781946,0.04978792383429029,0.03963218695584627,0.03963218695584627,0.7396745932415522,1.0368446357147914e-65,0.10160619224254866,0.009001135060866985,0.02501085847457722,0.02836687852818777,0.038287807069559844,0.0,0.07357566354774533,0.1419336453701506,0.2747181851198398,0.20100187913992823,0.24677105965278126,0.1613538344214741,0.19999999999999998,0.0,0.0,0.0,0.04412348404344442,0.010543782308686479,0.014932387614559305,0.0,0.0,0.16118340965083966,0.0,0.0,0.0,0.277094729587533,0.0,0.18606486880586748,0.14397467215025067,0.0,0.0,0.018838607760151,0.0,0.20402815061026716,0.007198905913757965,0.1548593439723676,0.11764705882352945,0.0,0.10480488621684977,0.055213152293772785,0.2335394961392389,0.0,0.294707408595454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010651744789099402,0.03698292654031181,0.16960164560754779,0.14077661746598377,0.9396962440205645,0.959356766570474,0.9999999999999999,0.9898688945695171,0.9999999999999999,1.0,0.0,0.04395604395604396,0.08,0.10526315789473684,0.0,0.0,0.0,0.0,0.25,0.2,0.06451612903225806,0.1,0.07692307692307691,0.0,0.0,0.0,0.0,0.1111111111111111,0.4214453887361188,0.04050862286163111,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Mercaptopurine,0.022580629039593014,0.022580629039593014,0.002457951229667091,1.0,0.6318160409435184,0.025431530494821636,0.056831509173801614,0.06047195882692647,0.05677167868443625,0.039840637450199196,0.1424146123309501,0.414200178926306,0.570980712505642,0.1767213194282582,0.390625,0.5124999999999998,0.7750000000000001,0.5613460437185764,0.4966738428690349,0.06778521604799756,0.02228954041132282,0.02026396333980389,0.07316653144051441,0.032142103550237264,0.02968627378298591,0.08271072572346397,0.08248402487697523,0.09319628634911378,0.0982667155502288,0.11146814819031935,0.08005651582869268,0.1031036380359882,0.7596996245306635,4.853374168355898e-65,0.09383854283461623,0.0098818852277483,0.004977359545906376,0.050701762444174917,0.07657561413911969,0.07811490721991049,0.34164008003345625,0.0,0.0,0.0,0.0,0.3354584662314104,0.0,0.0,0.15239882754927656,0.0,0.0,0.09697021968402542,0.0,0.2692822144981979,0.0,0.3225927172231485,0.0,0.0,0.0,0.14558047305345367,0.0,0.0,0.0,0.0,0.26329490452177956,0.05536018097515444,0.0,0.1627599968866131,0.01439781182751593,0.12385964882737632,0.11764705882352945,0.500829377739608,0.0914730412872566,0.0,0.0,0.0,0.841168249880204,0.7104296587771005,0.0,0.0,0.0,0.0,0.14133489010636935,0.12786972545202227,0.0060788871228457456,0.23307928125464678,0.08225851623458019,0.14077661746598377,1.0,1.0,0.9999999999999999,0.9925144487121682,0.9999999999999999,1.0,0.0,0.05494505494505495,0.08,0.10526315789473684,0.0,0.0,0.0,0.0,0.5,0.4,0.0967741935483871,0.1,0.07692307692307691,0.0,0.0,0.0,0.0,0.2222222222222222,0.5320990004992019,0.07576300984637259,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Thioguanine,0.03675981339208212,0.03675981339208212,0.01179816590240169,0.9963767060442366,0.5704162780901463,0.03277539491578618,0.06804073993614126,0.07159850692797812,0.0679864700400732,0.05179282868525896,0.22913714457943085,0.3435223985813881,0.6441871776594252,0.26115939032768043,0.5823863636363636,0.7068181818181817,0.9386363636363635,0.5904098708003891,0.47450551310896555,0.07426519841512484,0.0339448763904123,0.032059688594231,0.0830739739910828,0.04419622584443479,0.03985875007320332,0.09165695863552081,0.09567388757054028,0.10457961720409924,0.10848751018543061,0.12041368649884245,0.09208513503693629,0.12042545487394801,0.7346683354192742,1.2318212157699311e-64,0.09898998997800668,0.014191386098597832,0.01665204012100304,0.061353984014527116,0.12057707609697096,0.06514883153131405,0.4152157435812016,0.14513278782400155,0.0,0.0,0.0,0.3354584662314104,0.0,0.0,0.15239882754927656,0.0,0.0,0.04848510984201271,0.007184806716463876,0.33778786012073947,0.0,0.3225927172231485,0.0,0.0,0.08735874351593312,0.09237527012968555,0.0,0.0946072908594708,0.19506360754481433,0.0,0.26329490452177956,0.05536018097515444,0.0,0.1627599968866131,0.007198905913757965,0.06192982441368816,0.2352941176470589,0.500829377739608,0.13296761127146886,0.0,0.0,0.0,1.0,0.7104296587771005,0.0,0.0,0.0,0.0,0.14133489010636935,0.1415418300205387,0.015633767680122784,0.23495171925519182,0.08234067957217477,0.14077661746598377,0.9995087253401215,0.9909845400121831,0.9999999999999999,0.994321978859558,0.9999999999999999,1.0,0.0,0.06593406593406595,0.16,0.13157894736842105,0.0,0.0,0.0,0.0,0.5,0.4,0.12903225806451613,0.15000000000000002,0.10256410256410257,0.0196078431372549,0.0,0.0,0.0,0.2222222222222222,0.5066019047758545,0.08937011771301646,0.0,0.0,0.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abiraterone,0.22662138098801,0.22662138098801,0.3270296949740158,0.30151937654862515,0.7900274585445012,1.0,0.20414984162248961,0.1956078453801432,0.20412035318453103,0.21513944223107567,0.25844263887878177,0.28533388382866354,0.7044575406618768,0.289692913752725,0.282451923076923,0.4721153846153846,0.7288461538461539,0.7993680789150099,0.36804316832915046,0.2817403192201369,0.2783596003841505,0.306827292324862,0.2358160639643588,0.27500551044526556,0.3329045366277065,0.2627546280228395,0.3571599204779236,0.3082419913987446,0.4334616458873174,0.3793783063799823,0.39547169875113986,0.39547169875113986,0.7371714643304133,4.3303055516836323e-57,0.14495662463486175,0.12411865670274136,0.08455273157205095,0.25803575796025735,0.039301774934837434,0.0,0.0,0.03491966183752713,0.0,0.0,0.125865687877236,0.0,0.0,0.0,0.46679891360860704,0.8751316779514469,0.31360326330091315,0.12057356451526931,0.20109767649597812,0.06418415391581174,0.09090909090909093,0.08070465378615438,0.9909299282204741,0.26895446824044555,0.0,0.4023818934435659,0.0,0.0,0.0,0.0,0.0,0.0468674160315134,0.0,1.0,0.551438090552492,0.41370451826747495,0.0,0.25001836183425824,0.05281706986460842,0.34723479455931056,0.2518968170552324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431048403218375,0.21907700155740317,0.3441345558738286,0.03698292654031181,0.044930036097978444,0.2275947047782354,0.6810687859780884,0.5975281219721519,0.7919596828004306,0.7554499915025747,0.8108428702046953,1.0,0.625,0.2307692307692308,0.04,0.05263157894736842,1.0,0.0,0.6666666666666666,0.0,0.25,0.2,0.06451612903225806,0.05,0.0,0.0784313725490196,0.6666666666666666,0.0,0.4,0.5555555555555556,0.7995872131271602,0.2800158015639353,0.0,0.1111111111111111,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Antibiotic AD 32,0.6287727903047163,0.6287727903047163,0.42557426272515153,0.12509489099304894,0.1587071404076735,0.4538956203885467,0.48345266703545553,0.48879838523259983,0.48351951763177775,0.49003984063745015,0.9879669936781428,0.002770557418053876,0.9971303185514385,0.9999999999999999,0.2665441176470589,0.41470588235294104,0.5970588235294116,0.021234945093188545,0.3424889563153149,0.4591157476454613,0.45155322387764385,0.4375055587603057,0.480235186213513,0.45442979246335335,0.45643064075024464,0.4761187184695699,0.5930814767205715,0.5118508683769206,0.640751861615902,0.5608047641032919,0.5544364435184548,0.5544364435184548,0.3404255319148938,2.238471737912192e-47,0.5769723657371931,0.3697834519211145,0.322759849462227,0.4728372481484385,0.3438168804404711,0.2736466154425323,0.5216574466757978,0.3520486671864126,0.14144907226131942,0.6377516805654551,0.6054076258453623,0.0,0.5999999999999999,0.0,0.3156982824704839,0.18672342218977198,0.47788058414131196,0.459409105108035,0.5680232714508482,0.3365916041085091,0.3636363636363637,0.08598083770730136,0.0,0.39362189833542804,0.20766960993603084,0.4347660043332728,0.6,0.1661775978758072,0.431924016450752,0.6,0.0,0.3678268212661666,0.5385779862514279,0.0,0.72007897077479,0.17809798307013378,0.058823529411764726,0.0,0.3432152710223738,0.501622694447837,0.5977260453131731,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.49124041882917274,0.39473306963138866,0.45872842591173946,0.03698292654031181,0.5343014221413307,0.46030299861579127,0.6305220066561028,0.44079118081050517,0.7015686800213469,0.6446149489934062,0.7098090432602875,0.8020184173527166,0.5,0.5054945054945055,0.2,0.3684210526315789,0.5,0.2,0.5,0.6666666666666666,0.0,0.4,0.4193548387096774,0.25,0.38461538461538464,0.3333333333333333,0.0,0.2,0.2,0.5555555555555556,0.6203874240365973,0.46460206055600767,0.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.125,0.0,0.0,0.6666666666666666,0.5,0.0,0.25,0.36363636363636365,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bortezomib,0.5709317797066383,0.5709317797066383,0.2901602709015631,0.370756295314552,0.5253364422200205,0.21680914022686174,0.23007478046256757,0.2279977217862531,0.23023656691047484,0.2350597609561753,1.0,0.20372611744692337,0.9153131047878446,0.8773354505074765,0.3236607142857143,0.4535714285714284,0.6464285714285714,0.7590499571732827,0.5209566389041838,0.23600520338316192,0.2552928877220174,0.2631702816453268,0.2500772062450688,0.25890987013801675,0.27296791673632326,0.24498451632328744,0.26765192226022955,0.23099333600701322,0.24709261761247858,0.21626268362665646,0.18827213358597852,0.18827213358597852,0.5663247891032623,7.92122693495853e-58,0.23107539001841373,0.2624472546708249,0.309171339479202,0.2563471992379134,0.15903033271766615,0.11078271216584822,0.14816011322988468,0.14412854105995665,0.2919107366240186,0.25147183897364034,0.368028738215381,0.1677292331157052,0.0,0.0,0.547781765344556,0.17279806222338454,0.2513774498415052,0.1878905775105767,0.2259205513325403,0.21804411680611485,0.18181818181818185,0.3333709829869115,0.20484459085472234,0.1603210122605729,0.0,0.506345222718413,0.0,0.17565451523421532,0.0,0.0,0.0,0.17930576031803702,0.17200582510921836,0.20671955202986464,0.3409161848922396,0.4787736999391553,0.11764705882352945,0.0,0.19844674438260482,0.3179372314109991,0.16019380463523492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28387002175728654,0.2849134938283538,0.24069851333613532,0.03698292654031181,0.26810514651871825,0.2541560620696085,0.9329496223274629,0.6219401732969396,0.6624107513954046,0.920718864447215,0.8266674454315899,0.8204529491309878,0.3684210526315789,0.25274725274725274,0.16,0.21052631578947367,0.0,0.0,0.0,0.3333333333333333,0.25,0.4,0.1935483870967742,0.2,0.17948717948717946,0.2549019607843137,0.0,0.0,0.0,0.2222222222222222,0.4921330047637712,0.2790989778016396,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CABAZITAXEL,0.8377611068797809,0.8377611068797809,0.4852004840393845,0.0,0.18257206758114658,0.6151438434982739,0.5672841261913778,0.561184893568177,0.5673183759455667,0.5896414342629481,0.8115502529244232,0.12939686808344386,0.8659736162039721,0.82823046240248,0.1875,0.33124999999999993,0.4874999999999999,0.0,0.36846475019828223,0.6185739800066737,0.6315671718977366,0.6475831932013613,0.5860048834694737,0.6230715566640417,0.6734159513824272,0.576122634048082,0.7421772924530808,0.6405259758445001,0.8123443449699898,0.7109875226934997,0.7234037448449443,0.7234037448449443,0.32916145181476875,9.932317442672251e-29,0.5307933302576072,0.43116568088626095,0.34763800330428274,0.613975487908672,0.37453459381462423,0.33600606841402053,0.4918488101969507,0.06983932367505426,0.0,0.8478901607315515,0.24216305033814495,0.4840615032644224,0.0,0.0,0.7738908826722779,0.6110710997158636,0.5635481246373752,0.5368835001284689,0.678541316097519,0.3430200456733191,0.18181818181818185,0.08598083770730136,0.5812407465110293,0.5298629190017744,0.31516211111084397,0.6980274653939805,0.0,0.08782725761710766,0.15722703017668177,0.0,0.0,0.4102475081041885,0.7322560001670416,0.5865608959402706,0.8587758321617757,0.7031700282164435,0.058823529411764726,0.0,0.3228507184205909,0.6700251069275797,0.7107965810467669,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.27920201570701325,0.6100200287242941,0.7105461172361792,0.03698292654031181,0.5929274747115284,0.2883636493475792,0.06084478069591326,0.3947032836516364,0.239207382417162,0.6643671394543554,0.0,0.4420768163755453,0.5777777777777777,0.6043956043956045,0.12,0.39473684210526316,0.75,0.2,0.6666666666666666,0.6666666666666666,0.0,0.4,0.45161290322580644,0.15000000000000002,0.3333333333333333,0.37254901960784315,0.6666666666666666,0.2,0.6000000000000001,0.6666666666666666,0.7488859514542139,0.6126936146447539,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.6666666666666666,0.8333333333333333,0.0,0.75,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTARABINE HYDROCHLORIDE,0.41594848129055784,0.41594848129055784,0.08080772079178894,0.516947175079236,0.5518855685937613,0.5976409666283085,0.1520132943044561,0.15374368188891563,0.15168940051485946,0.14342629482071712,0.6530516587438613,0.28342578121555506,0.7064339107003058,0.6739070681716629,0.546875,0.6499999999999998,0.825,0.7103810151829915,4.854544763923607e-07,0.11665690718553898,0.13345224732627692,0.130817235232228,0.15077490319148534,0.13840258749845116,0.13134152179815395,0.12932729762030348,0.15913475985523137,0.1373390810841819,0.17329086298755653,0.15166923010400613,0.13793994742658836,0.13793994742658836,0.7647058823529413,9.554113320177923e-62,0.17254585519006704,0.1194989717036439,0.0961360367033027,0.14503956288922784,0.19834720784363957,0.23865768517626115,0.23522970106959318,0.10475898551258139,0.0,0.20100187913992823,0.11533780419741702,0.1613538344214741,0.22703905971654054,0.3468832986556978,0.0,0.05855853509172477,0.04412348404344442,0.13480153032615905,0.13988510808628674,0.20892389372656767,0.34721647675988465,0.1546588641289026,0.0,0.10209486347352877,0.18753585227715086,0.19160166756846664,0.0,0.18871880212375658,0.19078489777351554,0.0,0.2655599664973443,0.18440586023783137,0.07295910338149095,0.0,0.09017296811792677,0.1671196210354949,0.11764705882352945,0.0,0.20863699427496132,0.1300216747135731,0.08009690231761746,0.0,0.3045608878687632,0.0,0.0,0.0,0.0,0.0,0.46270622073968576,0.18630461993439631,0.11405344817166127,0.19553614432839667,0.1326414406060759,0.3921206423180442,0.9564000881699354,0.9747181163637396,0.9675851195108248,0.8992946757609412,0.9262476723131227,1.0,0.5555555555555556,0.14285714285714288,0.2,0.21052631578947367,0.0,0.2,0.16666666666666666,0.0,0.25,0.2,0.25806451612903225,0.2,0.17948717948717946,0.11764705882352941,0.0,0.2,0.2,0.2222222222222222,0.33945556560467527,0.15006304898022244,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
